813路,42,241
911路,42,440
H09路,43,313
H09路,43,394
运通101路,44,123
运通101路,44,317
358路,44,411
977路快定班,44,411
快速公交4线支,44,411
运通101路,44,411
358路,44,462
892路,45,63
892路,45,230
892路,45,411
955路,46,160
5路,47,362
房21路,49,119
房22路,49,119
房24路,49,119
房25路,49,119
房20路,49,154
房25路,49,154
房21路,49,170
房20路,49,304
房21路,49,400
房24路,49,400
房20路,49,416
房21路,49,416
房24路,49,416
房25路,49,416
房20路,49,496
房25路,49,496
7路,50,259
夜28路,50,285
运通102路,50,289
7路,50,332
特11路,50,332
运通102路,50,362
夜28路,50,452
通9路,51,77
938路卓达三溪塘专线,51,84
通22路,51,84
通9路,51,156
通9路,51,295
805路,51,335
通21路,51,340
通41路,51,345
通9路,51,356
通9路,51,376
通21路,51,383
816路,54,75
817路,54,75
930路,54,75
816路,54,166
618路,55,64
510路,55,159
夜38路,55,167
运通109路,55,213
307路,55,248
625路,55,248
510路,55,250
618路,55,250
510路,55,369
夜38路,55,369
房34路,56,70
房34路,56,282
房34路,56,371
房51路,56,371
顺20路,57,198
顺20路,57,353
顺20路,57,433
密7路,58,238
密7路,58,339
67路,59,74
特2路,59,107
夜5路,59,185
67路,59,289
673路,59,289
9路,59,289
特2路,59,289
夜5路,59,289
夜5路,59,290
特7路,59,391
特2路,59,396
夜5路,59,401
673路,59,419
夜5路,59,452
421路,60,251
夜32路,60,251
运通111路,60,365
运通111路,60,419
977路,61,411
977路,61,462
316路,62,218
648路,62,218
快速直达专线5路,62,218
824路,62,266
824路,62,341
648路,62,365
648路,62,486
892路,63,230
892路,63,411
557路,64,103
618路,64,250
522路,65,186
房26路,66,348
房26路,66,398
589路,67,218
运通104路,68,369
621路,68,395
672路,69,419
房34路,70,282
房34路,70,371
兴28路,72,149
兴28路,72,281
兴61路,72,281
937路,72,379
兴28路,72,379
兴61路,72,379
兴28路,72,393
937路,72,495
937路,72,499
兴61路,72,499
夜30路,74,85
运通103路,74,85
夜7路,74,107
夜30路,74,107
678路,74,124
631路快,74,161
968路,74,161
300路,74,206
300路快,74,206
300路,74,226
300路快,74,226
特8路,74,226
夜30路,74,226
夜7路,74,285
67路,74,289
专4路,74,316
特8路,74,317
夜30路,74,317
998路,74,349
49路,74,362
483路,74,391
839路,74,391
973路,74,391
998路,74,391
973路,74,408
49路,74,435
300路,74,482
300路快,74,482
678路,74,482
820路,74,482
839路,74,482
973路,74,482
998路,74,482
特8路,74,482
夜30路,74,482
816路,75,166
郊86路,76,160
郊89路,76,160
924路,76,338
郊86路,76,338
郊89路,76,338
924路,76,341
郊86路,76,341
郊89路,76,341
924路,76,360
通9路,77,156
通9路,77,295
通9路,77,356
通9路,77,376
昌13路空军第二十三厂,80,171
昌68路,80,228
昌68路,80,242
昌68路,80,421
341路,82,83
通51路,84,102
通2路,84,105
通2路,84,164
通2路,84,218
通4路,84,249
通10路,84,276
通1路,84,278
通27路,84,291
通10路,84,309
通2路,84,337
通1路,84,341
通3路,84,341
通10路,84,432
通2路,84,450
通3路,84,475
通10路,84,476
通13路,84,480
通4路,84,487
通2路,84,498
645路,85,99
323路,85,107
夜30路,85,107
118路,85,117
323路,85,118
夜30路,85,226
118路,85,235
374路,85,287
374路,85,289
夜30路,85,317
运通201路,85,317
634路,85,318
645路,85,389
323路,85,413
夜30路,85,482
H48路,86,298
H16路,86,424
H43路,86,424
密16路,87,272
密16路,87,344
密16路,87,404
密16路,87,481
兴25支路,88,161
643路,90,293
643路,90,296
H40路,93,127
H40路,93,171
H14路,93,201
H21路,93,201
H37路,93,201
H60路,93,201
H14路,93,313
H21路,93,313
H22路,93,313
H22路区间,93,313
H22路支线,93,313
H37路,93,313
H40路,93,313
H60路,93,313
H63路,93,313
327路,94,96
385路,94,96
965路,94,96
快速直达专线6路,94,96
专91路,94,96
965路,94,111
专91路,94,111
965路,94,246
专91路,94,246
密29路,95,200
密29路,95,350
密31路,95,350
965路,96,111
专91路,96,111
965路,96,246
专91路,96,246
943路,97,146
943路快,97,146
943路,97,379
943路快,97,379
943路,97,482
943路快,97,482
密68路,98,193
密68路,98,234
密68路,98,273
密68路,98,397
16路,99,213
92路,99,250
夜14路,99,289
92路,99,369
16路,99,389
645路,99,389
密18路,100,484
密1路,101,339
密1路西线,101,339
333路,104,385
通2路,105,164
通2路,105,218
通2路,105,337
通2路,105,450
通2路,105,498
323路,107,118
夜36路,107,118
夜30路,107,226
夜7路,107,285
特2路,107,289
夜36路,107,289
夜30路,107,317
夜36路,107,354
夜36路,107,391
特2路,107,396
夜36路,107,396
323路,107,413
夜30路,107,482
428路,108,122
428路,108,263
通5路,109,110
941路,111,185
325路,111,246
337路,111,246
527路,111,246
597路,111,246
598路,111,246
598路区间,111,246
663路,111,246
914路,111,246
941路,111,246
959路,111,246
965路,111,246
快速直达专线31路,111,246
专91路,111,246
373路,111,289
663路,111,289
373路,111,290
597路,111,290
325路,111,411
472路,111,411
597路,111,462
941路,111,462
昌66路,112,233
昌66路,112,456
昌66路,112,461
通28路,113,183
通28路,113,336
房32路,114,415
房32路,114,458
381路,115,255
特14路,115,289
特14路,115,349
夜18路,115,349
381路,115,362
夜4路,115,363
夜4路,115,369
夜4路,115,389
83路,115,391
特14路,115,467
昌58路,116,144
昌58路,116,242
昌58路,116,319
118路,117,235
夜3路,117,235
107路,117,294
夜3路,117,419
470路,118,255
夜36路,118,289
夜36路,118,354
夜36路,118,391
夜36路,118,396
395路,118,401
323路,118,413
395路,118,464
353路,118,470
房25路,119,154
房21路,119,170
房37路,119,297
房21路,119,400
房24路,119,400
房21路,119,416
房24路,119,416
房25路,119,416
房25路,119,496
大兴专1路,120,161
428路,122,263
运通101路,123,317
运通101路,123,411
678路,124,482
51路,125,349
顺46路,126,367
顺11路,126,473
H40路,127,171
H40路,127,313
顺29路,128,175
空港9路,128,215
空港9路,128,240
顺29路,128,240
顺21路,128,420
顺21路区间,128,420
顺48路,128,420
813路,129,218
813路,129,241
Y13路,131,304
昌51路,132,293
昌51路,132,434
密3路,133,497
特19路,134,289
660路,134,317
79路,134,317
431路,137,419
585路,137,440
昌67路,138,219
房27路,140,237
房15路,140,254
房27路,140,269
房15路,140,348
房27路,140,453
房27路,140,457
619路,141,270
433路,141,365
619路,141,419
顺5路,142,247
顺5路,142,311
顺5路,142,433
昌58路,144,242
昌58路,144,319
17路,146,332
120路,146,332
622路,146,332
71路,146,332
72路,146,332
93路,146,332
夜2路,146,332
821路,146,336
72路,146,349
828路,146,379
849路,146,379
943路,146,379
943路快,146,379
828路,146,450
828路,146,482
849路,146,482
849路快,146,482
943路,146,482
943路快,146,482
空港7路,147,247
顺31路区间,147,387
874路,148,187
Y24路,148,195
Y25路,148,244
兴28路,149,281
兴28路,149,379
兴28路,149,393
专89路,152,271
314路,153,219
872路,153,219
878路,153,219
879路,153,219
925路,153,219
昌32路,153,219
878路,153,228
878路,153,242
925路,153,310
房20路,154,304
房20路,154,416
房25路,154,416
房20路,154,496
房25路,154,496
通9路,156,295
通9路,156,356
通9路,156,376
976路,157,226
440路,157,227
976路,157,336
510路,159,250
510路,159,369
顺3路,160,216
顺3路,160,328
郊86路,160,338
郊89路,160,338
郊86路,160,341
郊89路,160,341
兴25路,161,181
兴20路,161,232
969路,161,391
兴20路,161,399
兴20路,161,405
兴36路,161,426
829路,161,470
561路,162,422
105路,163,363
通2路,164,218
通2路,164,337
通2路,164,450
通2路,164,498
夜38路,167,369
兴17路,168,176
兴17路,168,253
501路,169,349
运通125路,169,349
房21路,170,400
房21路,170,416
H40路,171,313
836路张坊,174,229
房12路,174,348
房19路,174,409
房12路,174,457
顺29路,175,240
兴17路,176,253
488路,178,365
顺12路,179,377
顺12路区间,179,377
兴32路,182,336
通28路,183,336
941路,185,246
夜5路,185,289
308路,185,290
夜5路,185,290
夜5路,185,401
夜5路,185,452
941路,185,462
487路,189,358
平26路,190,347
666路,191,249
地铁1号线,191,370
666路,191,487
顺16路,192,208
密68路,193,234
密68路,193,273
密68路,193,397
981路,194,411
917路快,196,229
917路快,196,453
835路,197,269
835路,197,453
835路快,197,453
顺20路区间,198,247
顺20路,198,353
顺20路区间,198,353
顺20路,198,433
顺20路区间,198,433
498路,199,202
498路,199,385
密29路,200,350
H14路,201,313
H21路,201,313
H37路,201,313
H60路,201,313
498路,202,385
密26路,203,350
密26路,203,463
密26路,203,465
兴28路区间,204,499
兴54路,204,499
300路,206,226
300路快,206,226
特6路,206,289
特6路,206,385
300路,206,482
300路快,206,482
543路,207,319
运通112路,207,411
运通205路,207,449
运通112路,207,462
528路,210,287
365路,210,381
949路,212,296
949路,212,425
635路,213,294
425路,213,317
635路,213,354
508路,213,359
635路,213,369
16路,213,389
425路,213,389
508路,213,389
635路,213,389
397路,214,267
348路,214,277
空港9路,215,240
顺3路,216,328
813路,218,241
通44路,218,249
667路,218,266
667路-552路联运,218,266
快速直达专线54路,218,266
通2路,218,337
648路,218,365
通44路,218,402
675路,218,419
675路,218,440
通2路,218,450
648路,218,486
通2路,218,498
878路,219,228
878路,219,242
925路,219,310
通42路,220,383
Y16路,223,355
Y36路,224,304
889路,225,242
专105路,225,296
专106路,225,296
特8路,226,317
夜30路,226,317
846路,226,336
976路,226,336
848路,226,426
846路,226,430
300路,226,482
300路快,226,482
848路,226,482
特8路,226,482
夜30路,226,482
878路,228,242
922路,228,242
昌22路,228,242
昌53路,228,242
昌68路,228,242
922路,228,296
昌22路,228,296
昌68路,228,421
922路,228,493
房41路,229,348
917路,229,409
房16路,229,409
房17路,229,409
917路快,229,453
892路,230,411
兴20路,232,399
兴20路,232,405
昌66路,233,456
昌66路,233,461
密66路,234,273
密68路,234,273
密66路,234,397
密68路,234,397
3路,235,289
夜34路,235,417
夜3路,235,419
13路,235,479
房27路,237,269
房35路,237,305
房35路,237,445
房27路,237,453
房27路,237,457
密7路,238,339
房38路,239,348
房38路,239,457
郊88路,240,343
345路,242,248
670路上东廓,242,248
345路快,242,250
345路快,242,296
922路,242,296
昌22路,242,296
345路,242,319
670路上东廓,242,319
昌21路,242,319
昌58路,242,319
昌68路,242,421
922路,242,493
663路,246,289
545路,246,290
597路,246,290
545路,246,403
325路,246,411
597路,246,462
941路,246,462
顺5路,247,311
顺20路区间,247,353
顺5路,247,433
顺20路区间,247,433
345路,248,319
670路上东廓,248,319
通44路,249,402
435路,249,487
666路,249,487
通4路,249,487
21路,250,289
345路快,250,296
658路,250,317
510路,250,369
620路,250,369
92路,250,369
运通117路,251,300
运通117路,251,319
运通117路,251,351
130路,251,459
房15路,254,348
381路,255,362
474路,255,470
H52路,256,378
650路,257,419
7路,259,332
370路,261,411
992路,261,411
866路,265,394
866路,265,423
824路,266,341
615路,266,365
612路,268,294
102路,268,320
102路,268,363
运通106路,268,385
56路,268,464
835路,269,453
房27路,269,453
房27路,269,457
619路,270,419
密16路,272,344
密16路,272,404
密16路,272,481
密60路,273,397
密61路,273,397
密62路,273,397
密63路,273,397
密65路,273,397
密66路,273,397
密67路,273,397
密68路,273,397
平13路,274,334
平14路,274,334
平15路,274,334
平16路,274,334
平17路,274,334
平20路,274,334
平13路,274,343
平15路,274,343
平16路,274,343
平14路,274,412
平15路,274,412
平16路,274,412
平17路,274,412
平20路,274,412
平48路,274,442
918路,274,490
通10路,276,309
通7路,276,386
通10路,276,432
通10路,276,476
通1路,278,341
兴58路,280,336
兴28路,281,379
兴61路,281,379
兴28路,281,393
兴30路,281,460
兴46路,281,460
兴30路,281,499
兴46路,281,499
兴61路,281,499
房34路,282,371
昌51路区间,284,293
昌51路区间,284,454
夜28路,285,452
房46路,286,485
房11路,286,494
374路,287,289
运通114路,287,319
运通114路,287,385
运通118路,287,385
26路,287,401
运通110路,287,479
373路,289,290
夜5路,289,290
特18路,289,320
特14路,289,349
夜36路,289,354
运通102路,289,362
特13路,289,363
特6路,289,385
地铁9号线,289,391
夜36路,289,391
特2路,289,396
夜36路,289,396
662路,289,401
夜5路,289,401
夜23路,289,401
96路,289,408
673路,289,419
52路,289,422
夜5路,289,452
特14路,289,467
958路,290,391
夜5路,290,401
545路,290,403
夜5路,290,452
597路,290,462
643路,293,296
昌51路,293,434
昌59路,293,434
昌51路区间,293,454
905路,293,479
635路,294,354
夜10路,294,363
635路,294,369
635路,294,389
通9路,295,356
通9路,295,376
949路,296,425
922路,296,493
房47路,297,348
平4路,299,346
614路,300,317
运通117路,300,319
432路,300,351
609路,300,351
614路,300,351
运通117路,300,351
房20路,304,416
房20路,304,496
房35路,305,445
平18路,308,412
通10路,309,432
通10路,309,476
顺5路,311,433
H09路,313,394
H44路,313,394
34路,315,406
614路,317,351
425路,317,389
运通101路,317,411
302路,317,419
特8路,317,482
夜30路,317,482
运通117路,319,351
运通114路,319,385
102路,320,363
103路,320,452
夜12路,320,464
密39路,326,350
顺34路,331,338
72路,332,349
夜17路,332,452
842路,333,499
平13路,334,343
平15路,334,343
平16路,334,343
平14路,334,412
平15路,334,412
平16路,334,412
平17路,334,412
平20路,334,412
846路,336,430
通2路,337,450
通2路,337,498
924路,338,341
郊86路,338,341
郊89路,338,341
924路,338,360
顺34路区间,338,374
通21路,340,383
924路,341,360
通3路,341,475
583路,341,486
平15路,343,412
平16路,343,412
密16路,344,404
密16路,344,481
平1路,346,412
房26路,348,398
房12路,348,457
房18路,348,457
房38路,348,457
998路,349,391
529路,349,431
特14路,349,467
998路,349,482
密38路,350,375
密19路,350,436
密19路支线,350,436
密20路,350,436
密21路,350,436
密24路,350,436
密26路,350,463
密26路,350,465
顺4路,352,429
顺20路,353,433
顺20路区间,353,433
夜20路,354,362
635路,354,369
635路,354,389
夜36路,354,391
夜36路,354,396
夜20路,354,401
夜20路,354,418
夜20路,354,435
通9路,356,376
508路,359,389
647路-312路联运,360,402
807路,360,488
快速直达专线12路,360,488
456路,362,401
夜20路,362,401
特12路,362,418
夜20路,362,418
49路,362,435
夜20路,362,435
22路,363,369
夜4路,363,369
夜4路,363,389
88路,363,431
530路,364,395
639路,365,417
运通111路,365,419
639路,365,440
648路,365,486
586路,366,440
827路,368,470
635路,369,389
夜4路,369,389
兴28路,379,393
828路,379,450
828路,379,482
849路,379,482
943路,379,482
943路快,379,482
937路,379,495
937路,379,499
兴61路,379,499
909路,381,449
H13路,384,416
夜36路,391,396
458路,391,408
830路,391,408
973路,391,408
地铁14号线,391,408
839路,391,482
973路,391,482
998路,391,482
866路,394,423
409路,396,418
409路,396,471
兴20路,399,405
房21路,400,416
房24路,400,416
390路,401,408
夜20路,401,418
夜20路,401,435
夜5路,401,452
395路,401,464
423路,401,464
密16路,404,481
973路,408,482
336路,411,462
358路,411,462
396路,411,462
977路,411,462
运通112路,411,462
运通116路,411,462
948路,411,478
平2路,412,442
房32路,415,458
房20路,416,496
房25路,416,496
502路,417,419
639路,417,440
夜20路,418,435
409路,418,471
675路,419,440
夜19路,422,452
848路,426,482
开发区2路,430,441
通10路,432,476
828路,450,482
通2路,450,498
房27路,453,457
昌66路,456,461
兴30路,460,499
兴46路,460,499
密26路,463,465
937路,495,499
